ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID
1230	german	meal (a)	Mahlzeit	maːlʦait	m aː l ts ai t		1243
1231	german	meal (a)	Mahl	maːl	m aː l		1243
1232	french	meal (a)	repas	ʀəpɑ	ʀ ə p ɑ		1244
1233	dutch	meal (a)	maaltijd	maːl-tɛɪt	m aː l + t ɛɪ t		1243
1234	english	meal (a)	meal	miːl	m iː l		1243
1280	german	meat	Fleisch	flaiʃ	f l ai ʃ		27
1281	french	meat	viande	vjɑ̃d	v j ɑ̃ d		29
1282	dutch	meat	vlees	vleːs	v l eː s		27
1283	english	meat	meat	miːt	m iː t		28
1099	german	medicine, drug	Arznei	aːrʦ-nai	aː r ts + n ai		1887
1100	german	medicine, drug	Heilmittel	hail-mɪtəl	h ai l + m ɪ t ə l		1890
1101	french	medicine, drug	remède	ʀəmɛd	ʀ ə m ɛ d		1889
1102	french	medicine, drug	médecine	mɛdsin	m ɛ d s i n		1888
1103	dutch	medicine, drug	medicijn	meːdiːsɛɪn	m eː d iː s ɛɪ n		-1888
1104	english	medicine, drug	medicine	mɛdsɪn	m ɛ d s ɪ n		-1888
2258	german	middle, center	Mitte	mɪtə	m ɪ t ə		860
2259	german	middle, center	Zentrum	ʦɛntrʊm	ts ɛ n t r ʊ m		862
2260	french	middle, center	milieu	miljø	m i l j ø		861
2261	french	middle, center	centre	sɑ̃tʀ	s ɑ̃ t ʀ		862
2262	dutch	middle, center	midden	mɪdə	m ɪ d ə		860
2263	english	middle, center	middle	mɪdḷ	m ɪ d l̩		860
1319	german	milk (noun)	Milch	mɪlx	m ɪ l x		1661
1320	french	milk (noun)	lait	lɛ	l ɛ		1662
1321	dutch	milk (noun)	melk	mɛlk	m ɛ l k		1661
1322	english	milk (noun)	milk	mɪlk	m ɪ l k		1661
178	german	moon	Mond	moːnt	m oː n t		2049
179	french	moon	lune	lyn	l y n		2050
180	dutch	moon	maan	maːn	m aː n		2049
181	english	moon	moon	muːn	m uː n		2049
2377	german	more	mehr	meːr	m eː r		1565
2378	french	more	encore	ɑ̃kɔʀ	ɑ̃ k ɔ ʀ		1566
2379	french	more	plus	ply	p l y		1567
2380	dutch	more	meer	meːr	m eː r		1565
2381	english	more	more	mɔːr	m ɔː r		1565
680	german	mosquito	Stechmücke	ʃtɛx-mʏkə	ʃ t ɛ x + m ʏ k ə		72
681	german	mosquito	Moskito	mɔskiːtoː	m ɔ s k iː t oː		-73
682	french	mosquito	moustique	mustik	m u s t i k		73
683	dutch	mosquito	muskiet	mʉskiːt	m ʉ s k iː t		-73
684	english	mosquito	mosquito	məskiːtəʊ	m ə s k iː t əʊ		-73
343	german	mother	Mutter	mʊtər	m ʊ t ə r		726
344	french	mother	mère	mɛʀ	m ɛ ʀ		726
345	dutch	mother	moeder	muːdər	m uː d ə r		726
346	english	mother	mother	mʌðər	m ʌ ð ə r		726
401	german	mother-in-law (of a man)	Schwiegermutter	ʃviːɡər-mʊtər	ʃ v iː ɡ ə r + m ʊ t ə r		406
402	french	mother-in-law (of a man)	belle-mère	bɛl-mɛʀ	b ɛ l + m ɛ ʀ		406
403	dutch	mother-in-law (of a man)	schoonmoeder	sxoːn-muːdər	s x oː n + m uː d ə r		406
404	english	mother-in-law (of a man)	mother-in-law	mʌðər-ɪn-lɔː	m ʌ ð ə r + ɪ n + l ɔː		406
25	german	mountain, hill	Berg	bɛrk	b ɛ r k		1669
26	german	mountain, hill	Hügel	hyːɡəl	h yː ɡ ə l		1671
27	french	mountain, hill	montagne	mɔ̃taɲ	m ɔ̃ t a ɲ		1670
28	french	mountain, hill	colline	kɔlin	k ɔ l i n		1672
29	dutch	mountain, hill	berg	bɛrx	b ɛ r x		1669
30	dutch	mountain, hill	heuvel	høːvəl	h øː v ə l		1671
31	english	mountain, hill	mountain	maʊntɪn	m aʊ n t ɪ n		-1670
32	english	mountain, hill	hill	hɪl	h ɪ l		1671
606	german	mouse, rat	Maus	maus	m au s		1758
607	french	mouse, rat	souris	suʀi	s u ʀ i		1759
608	french	mouse, rat	rat	ʀa	ʀ a		1760
609	dutch	mouse, rat	muis	mœys	m œy s		1758
610	dutch	mouse, rat	rat	rɑt	r ɑ t		1760
611	english	mouse, rat	mouse	maʊz	m aʊ z		1758
612	english	mouse, rat	rat	ræt	r æ t		1760
804	german	mouth	Mund	mʊnt	m ʊ n t		2242
805	french	mouth	bouche	buʃ	b u ʃ		2243
806	dutch	mouth	mond	mɔnt	m ɔ n t		2242
807	english	mouth	mouth	maʊð	m aʊ ð		2242
2373	german	much, many	viel	fiːl	f iː l		1562
2374	french	much, many	beaucoup	boku	b o k u		1564
2375	dutch	much, many	veel	veːl	v eː l		1562
2376	english	much, many	many	mɛnɪ	m ɛ n ɪ		1563
799	german	mucus (nasal)	Schleim	ʃlaim	ʃ l ai m		1508
800	french	mucus (nasal)	morve	mɔʀv	m ɔ ʀ v		1510
801	french	mucus (nasal)	mucus	mykys	m y k y s		1511
802	dutch	mucus (nasal)	snot	snɔt	s n ɔ t		1509
803	english	mucus (nasal)	snot	snɔt	s n ɔ t		1509
16	german	mud	Schlamm	ʃlam	ʃ l a m		1471
17	german	mud	Dreck	drɛk	d r ɛ k		1474
18	french	mud	boue	bu	b u		1473
19	dutch	mud	modder	mɔdər	m ɔ d ə r		1472
20	english	mud	mud	mʌd	m ʌ d		1472
538	german	mule	Maultier	maul-tiːr	m au l + t iː r		693
539	german	mule	Maulesel	maul-eːzəl	m au l + eː z ə l		693
540	french	mule	mulet	mylɛ	m y l ɛ		693
541	dutch	mule	muilezel	mœyl-eːzəl	m œy l + eː z ə l		693
542	dutch	mule	muildier	mœyl-diːr	m œy l + d iː r		693
543	english	mule	mule	mjuːl	m j uː l		693
2386	german	multitude, crowd	Menge	mɛŋə	m ɛ ŋ ə		1571
2387	french	multitude, crowd	foule	ful	f u l		1573
2388	dutch	multitude, crowd	menigte	meːnəxtə	m eː n ə x t ə		1571
2389	english	multitude, crowd	crowd	kraʊd	k r aʊ d		1572
1823	german	nail	Nagel	naːɡəl	n aː ɡ ə l		2058
1824	french	nail	clou	klu	k l u		2059
1825	french	nail	pointe	pwɛ̃t	p w ɛ̃ t		2060
1826	dutch	nail	nagel	naːɣəl	n aː ɣ ə l		2058
1827	dutch	nail	spijker	spɛɪkər	s p ɛɪ k ə r		2061
1828	english	nail	nail	neɪl	n eɪ l		2058
1138	german	naked, bare	nackt	nakt	n a k t		256
1139	french	naked, bare	nu	ny	n y		257
1140	dutch	naked, bare	naakt	naːkt	n aː k t		256
1141	english	naked, bare	naked	neɪkɪd	n eɪ k ɪ d		256
820	german	nape of neck	Nacken	nakən	n a k ə n		1196
821	german	nape of neck	Genick	ɡə-niːk	ɡ ə + n iː k		1196
822	french	nape of neck	nuque	nyk	n y k		1196
823	dutch	nape of neck	nek	nɛk	n ɛ k		1196
824	english	nape of neck	nape	neɪp	n eɪ p		1197
2300	german	narrow	schmal	ʃmaːl	ʃ m aː l		1187
2301	french	narrow	étroit	etʀwa	e t ʀ w a		1189
2302	dutch	narrow	nauw	nɑuw	n ɑu w		1188
2303	english	narrow	narrow	nærəʊ	n æ r əʊ		1188
905	german	navel	Nabel	naːbəl	n aː b ə l		936
906	french	navel	nombril	nɔ̃bʀil	n ɔ̃ b ʀ i l		6020
907	dutch	navel	navel	naːvəl	n aː v ə l		936
908	english	navel	navel	neɪvḷ	n eɪ v l̩		936
2268	german	near (adv)	nahe	naː.ə	n aː ə		1333
2269	german	near (adv)	nah	naː	n aː		1333
2270	french	near (adv)	près	pʀɛ	p ʀ ɛ		1334
2271	dutch	near (adv)	dichtbij	dɪɣd-bɛɪ	d ɪ ɣ d + b ɛɪ		1335
2272	english	near (adv)	near	nɪər	n ɪ ə r		1333
816	german	neck	Hals	hals	h a l s		2228
817	french	neck	cou	ku	k u		2230
818	dutch	neck	hals	hɑls	h ɑ l s		2228
819	english	neck	neck	nɛk	n ɛ k		2229
1428	german	necklace	Halsband	hals-bant	h a l s + b a n t		201
1429	french	necklace	collier	kɔlje	k ɔ l j e		203
1430	dutch	necklace	ketting	kɛtɪŋ	k ɛ t ɪ ŋ		204
1431	english	necklace	necklace	nɛklɪs	n ɛ k l ɪ s		202
1378	german	needle	Nadel	naːdəl	n aː d ə l		633
1379	french	needle	aiguille	eɡɥij	e ɡ ɥ i j		634
1380	dutch	needle	naald	naːlt	n aː l t		633
1381	english	needle	needle	niːdḷ	n iː d l̩		633
383	german	nephew	Neffe	nɛfə	n ɛ f ə		-2026
384	french	nephew	neveu	nəvø	n ə v ø		2026
385	dutch	nephew	neef	neːf	n eː f		-2026
386	english	nephew	nephew	nɛvjuː	n ɛ v j uː		-2026
562	german	nest	Nest	nɛst	n ɛ s t		2179
563	french	nest	nid	ni	n i		2179
564	dutch	nest	nest	nɛst	n ɛ s t		2179
565	english	nest	nest	nɛst	n ɛ s t		2179
1693	german	nettle	Nessel	nɛsəl	n ɛ s ə l		747
1694	french	nettle	ortie	ɔʀti	ɔ ʀ t i		748
1695	dutch	nettle	netel	neːtəl	n eː t ə l		747
1696	english	nettle	nettle	nɛtḷ	n ɛ t l̩		747
2426	german	new	neu	nɔy	n ɔy		2017
2427	french	new	nouveau	nuvo	n u v o		2017
2428	dutch	new	nieuw	niːw	n iː w		2017
2429	english	new	new	njuː	n j uː		2017
387	german	niece	Nichte	nɪxtə	n ɪ x t ə		2038
388	french	niece	nièce	njɛs	n j ɛ s		2039
389	dutch	niece	nicht	nɪxt	n ɪ x t		2038
390	english	niece	niece	niːs	n iː s		-2039
658	german	nit (louse egg)	Nisse	nɪsə	n ɪ s ə		1307
659	french	nit (louse egg)	lente	lɑ̃t	l ɑ̃ t		1308
660	dutch	nit (louse egg)	neet	neːt	n eː t		1307
661	english	nit (louse egg)	nit	nɪt	n ɪ t		1307
791	german	nose	Nase	naːzə	n aː z ə		2241
792	french	nose	nez	nɛ	n ɛ		2241
793	dutch	nose	neus	nøːs	n øː s		2241
794	english	nose	nose	nəʊz	n əʊ z		2241
795	german	nostril	Nasenloch	naːzən-lɔx	n aː z ə n + l ɔ x		1506
796	french	nostril	narine	naʀin	n a ʀ i n		1507
797	dutch	nostril	neusvleugel	nøːs-fløːɣəl	n øː s + f l øː ɣ ə l		1506
798	english	nostril	nostril	nɔstrəl	n ɔ s t r ə l		1506
1298	german	nut	Nuss	nʊs	n ʊ s		1650
1299	french	nut	noix	nwa	n w a		1650
1300	dutch	nut	noot	noːt	n oː t		1650
1301	english	nut	nut	nʌt	n ʌ t		1650
2049	german	oar	Ruder	ruːdər	r uː d ə r		1112
2050	french	oar	rame	ʀam	ʀ a m		1114
2051	dutch	oar	riem	riːm	r iː m		-1114
2052	english	oar	oar	ɔːr	ɔː r		1113
1634	german	oats	Hafer	haːfər	h aː f ə r		1295
1635	french	oats	avoine	avwan	a v w a n		1297
1636	dutch	oats	haver	haːvər	h aː v ə r		1295
1637	english	oats	oat	əʊt	əʊ t		1296
85	german	ocean	Weltmeer	vɛlt-meːr	v ɛ l t + m eː r		1815
86	german	ocean	Ozean	oːʦeːaːn	oː ts eː aː n		-1816
87	french	ocean	océan	ɔseɑ̃	ɔ s e ɑ̃		1816
88	dutch	ocean	oceaan	oːseːjaːn	oː s eː j aː n		-1816
89	english	ocean	ocean	əʊʃṇ	əʊ ʃ n̩		-1816
351	german	offspring (son or daughter)	Kind	kɪnt	k ɪ n t		1343
352	french	offspring (son or daughter)	enfant	ɑ̃fɑ̃	ɑ̃ f ɑ̃		1345
353	dutch	offspring (son or daughter)	kind	kɪnt	k ɪ n t		1343
354	english	offspring (son or daughter)	child	ʧaɪld	tʃ aɪ l d		1344
1302	german	oil	öl	ɶːl	ɶː l		-1615
1303	french	oil	huile	ɥil	ɥ i l		1615
1304	dutch	oil	olie	oːliː	oː l iː		-1615
1305	english	oil	oil	ɔɪl	ɔ ɪ l		-1615
1440	german	ointment	Salbe	zalbə	z a l b ə		1651
1441	french	ointment	pommade	pɔmad	p ɔ m a d		1653
1442	dutch	ointment	zalf	zɑlf	z ɑ l f		1651
1443	english	ointment	ointment	ɔɪntmənt	ɔ ɪ n t m ə n t		1652
359	german	old man	Greis	ɡrais	ɡ r ai s		871
360	french	old man	vieillard	vjɛjaʀ	v j ɛ j a ʀ		873
361	dutch	old man	man	mɑn	m ɑ n		874
362	english	old man	old man	əʊld-mæn	əʊ l d + m æ n		874
2226	german	open	öffnen	œfnən	œ f n ə n		1479
2227	french	open	ouvrir	uvʀiʀ	u v ʀ i ʀ		1481
2228	dutch	open	openen	oːpənə	oː p ə n ə		1479
2229	english	open	open	əʊpən	əʊ p ə n		1479
1420	german	ornament, adornment	Schmuck	ʃmʊk	ʃ m ʊ k		209
1421	french	ornament, adornment	ornement	ɔʀnəmɑ̃	ɔ ʀ n ə m ɑ̃		210
1422	dutch	ornament, adornment	sieraad	siːraːt	s iː r aː t		211
1423	english	ornament, adornment	ornament	ɔːnəmɛnt	ɔː n ə m ɛ n t		-210
1187	german	oven	Ofen	oːfən	oː f ə n		2009
1188	french	oven	four	fuʀ	f u ʀ		2010
1189	dutch	oven	oven	oːvə	oː v ə		2009
1190	english	oven	oven	ʌvṇ	ʌ v n̩		2009
483	german	ox	Ochse	ɔksə	ɔ k s ə		2194
484	german	ox	stier	ʃtiːr	ʃ t iː r		2196
485	french	ox	boeuf	bœf	b œ f		2195
486	dutch	ox	os	ɔs	ɔ s		2194
487	english	ox	ox	ɔks	ɔ k s		2194
2053	german	paddle (noun)	Paddel	padəl	p a d ə l		1223
2054	french	paddle (noun)	pagaie	paɡɛ	p a ɡ ɛ		1224
2055	dutch	paddle (noun)	peddel	pɛdəl	p ɛ d ə l		1223
2056	english	paddle (noun)	paddle	pædḷ	p æ d l̩		1223
2412	german	pair	paar	paːr	p aː r		-350
2413	french	pair	couple	kupl	k u p l		351
2414	french	pair	paire	pɛʀ	p ɛ ʀ		350
2415	dutch	pair	paar	paːr	p aː r		-350
2416	english	pair	pair	pɛər	p ɛ ə r		-350
1200	german	pan	Pfanne	p͡fanə	pf a n ə		2024
1201	french	pan	casserole	kasʀɔl	k a s ʀ ɔ l		2025
1202	dutch	pan	pan	pɑn	p ɑ n		2024
1203	english	pan	pan	pæn	p æ n		2024
586	german	parrot	Papagei	papaɡai	p a p a ɡ ai		812
587	french	parrot	perroquet	peʀɔkɛ	p e ʀ ɔ k ɛ		813
588	dutch	parrot	papegaai	pɑpəɣaːj	p ɑ p ə ɣ aː j		812
589	english	parrot	parrot	pærət	p æ r ə t		-813
2394	german	part, piece	Teil	tail	t ai l		1972
2395	german	part, piece	Stück	ʃtʏk	ʃ t ʏ k		1975
2396	french	part, piece	morceau	mɔʀso	m ɔ ʀ s o		1974
2397	french	part, piece	partie	paʀti	p a ʀ t i		1973
2398	dutch	part, piece	deel	deːl	d eː l		1972
2399	english	part, piece	part	pɑːt	p ɑː t		-1973
2032	german	path	Pfad	p͡faːt	pf aː t		778
2033	french	path	sentier	sɑ̃tje	s ɑ̃ t j e		779
2034	french	path	chemin	ʃəmɛ̃	ʃ ə m ɛ̃		781
2035	dutch	path	pad	pɑt	p ɑ t		778
2036	english	path	path	pɑːθ	p ɑː θ		778
2143	german	pay (vb)	bezahlen	bə-ʦaːlən	b ə + ts aː l ə n		184
2144	german	pay (vb)	zahlen	ʦaːlən	ts aː l ə n		184
2145	french	pay (vb)	payer	peje	p e j e		185
2146	dutch	pay (vb)	betalen	bə-taːlə	b ə + t aː l ə		184
2147	english	pay (vb)	pay	peɪ	p eɪ		-185
1250	german	peel	schälen	ʃɛːlən	ʃ ɛː l ə n		1264
1251	french	peel	peler	pəle	p ə l e		1265
1252	french	peel	éplucher	eplyʃe	e p l y ʃ e		1266
1253	dutch	peel	pellen	pɛlə	p ɛ l ə		1265
1254	dutch	peel	schillen	sxɪlə	s x ɪ l ə		1264
1255	english	peel	peel	piːl	p iː l		1265
962	german	perspire	schwitzen	ʃvɪʦən	ʃ v ɪ ts ə n		1535
963	french	perspire	transpirer	tʀɑ̃spiʀe	t ʀ ɑ̃ s p i ʀ e		1536
964	french	perspire	suer	sɥe	s ɥ e		1537
965	dutch	perspire	zweten	zweːtə	z w eː t ə		1535
966	english	perspire	sweat	swɛt	s w ɛ t		1535
509	german	pig	Schwein	ʃvain	ʃ v ai n		1525
510	french	pig	porc	pɔʀ	p ɔ ʀ		1527
511	french	pig	cochon	kɔʃɔ̃	k ɔ ʃ ɔ̃		1529
512	dutch	pig	varken	vɑrkə	v ɑ r k ə		1528
513	english	pig	pig	pɪɡ	p ɪ ɡ		1526
2213	german	pile up	aufhäufen	auf-hɔyfən	au f + h ɔy f ə n		2132
2214	german	pile up	auftürmen	auf-tʏrmən	au f + t ʏ r m ə n		2136
2215	french	pile up	entasser	ɑ̃tɑse	ɑ̃ t ɑ s e		2134
2216	dutch	pile up	opstapelen	ɔpstaːpələ	ɔ p s t aː p ə l ə		2135
2217	english	pile up	pile up	paɪlʌp	p aɪ l ʌ p		2133
1416	german	pin	Stecknadel	ʃtɛk-naːdəl	ʃ t ɛ k + n aː d ə l		1801
1417	french	pin	épingle	epɛ̃ɡl	e p ɛ̃ ɡ l		1803
1418	dutch	pin	speld	spɛlt	s p ɛ l t		1804
1419	english	pin	pin	pɪn	p ɪ n		-1802
1667	german	pine	Kiefer	kiːfər	k iː f ə r		75
1668	french	pine	pin	pɛ̃	p ɛ̃		87
1669	dutch	pine	pijnboom	pɛɪm-boːm	p ɛɪ m + b oː m		-78
1670	english	pine	pine	paɪn	p aɪ n		-78
1680	german	pipe	Pfeife	p͡faifə	pf ai f ə		-12
1681	french	pipe	pipe	pip	p i p		12
1682	dutch	pipe	pijp	pɛɪp	p ɛɪ p		-12
1683	english	pipe	pipe	paɪp	p aɪ p		-12
39	german	plain, field	Ebene	eːbənə	eː b ə n ə		1664
40	german	plain, field	Fläche	flɛxə	f l ɛ x ə		1666
41	german	plain, field	Feld	fɛlt	f ɛ l t		1668
42	french	plain, field	plaine	plɛn	p l ɛ n		1665
43	french	plain, field	campagne	kɑ̃paɲ	k ɑ̃ p a ɲ		6000
44	dutch	plain, field	vlakte	vlɑktə	v l ɑ k t ə		1666
45	english	plain, field	plain	pleɪn	p l eɪ n		-1665
1646	german	plant (vb)	pflanzen	p͡flanʦən	pf l a n ts ə n		-2260
1647	french	plant (vb)	planter	plɑ̃te	p l ɑ̃ t e		2260
1648	dutch	plant (vb)	planten	plɑntə	p l ɑ n t ə		-2260
1649	english	plant (vb)	plant	plɑːnt	p l ɑː n t		-2260
1204	german	plate	Teller	tɛlər	t ɛ l ə r		1326
1205	french	plate	assiette	asjɛt	a s j ɛ t		1328
1206	dutch	plate	bord	bɔrt	b ɔ r t		1327
1207	english	plate	plate	pleɪt	p l eɪ t		6025
1574	german	plow	pflügen	p͡flyːɡən	pf l yː ɡ ə n		2108
1575	french	plow	labourer	labuʀe	l a b u ʀ e		2109
1576	french	plow	charrue	ʃaʀy	ʃ a ʀ y		2110
1577	dutch	plow	ploegen	pluːɣə	p l uː ɣ ə		2108
1578	english	plow	plough	plaʊ	p l aʊ		2108
2250	german	pointed	Spitze	ʃpɪʦə	ʃ p ɪ ts ə		1518
2251	french	pointed	pointu	pwɛ̃ty	p w ɛ̃ t y		1520
2252	dutch	pointed	spits	spɪʦ	s p ɪ ts		1518
2253	english	pointed	pointed	pɔɪntɪd	p ɔ ɪ n t ɪ d		1519
1105	german	poison	Gift	ɡɪft	ɡ ɪ f t		1892
1106	french	poison	poison	pwazɔ̃	p w a z ɔ̃		1893
1107	dutch	poison	gif	xɪf	x ɪ f		1892
1108	english	poison	poison	pɔɪzṇ	p ɔ ɪ z n̩		-1893
2131	german	poor	bedürftig	bə-dʏrftɪx	b ə + d ʏ r f t ɪ x		1786
2132	french	poor	pauvre	povʀ	p o v ʀ		1787
2133	dutch	poor	arm	ɑrm	ɑ r m		1788
2134	english	poor	poor	pɔːr	p ɔː r		-1787
629	german	porpoise, dolphin	Tümmler	tʏmlər	t ʏ m l ə r		1278
630	french	porpoise, dolphin	marsouin	maʀswɛ̃	m a ʀ s w ɛ̃		1280
631	french	porpoise, dolphin	dauphin	dofɛ̃	d o f ɛ̃		1279
632	dutch	porpoise, dolphin	dolfijn	dɔlfɛɪn	d ɔ l f ɛɪ n		-1279
633	english	porpoise, dolphin	dolphin	dɔlfɪn	d ɔ l f ɪ n		-1279
634	english	porpoise, dolphin	porpoise	pɔːpəs	p ɔː p ə s		1281
1528	german	post, pole	Pfahl	p͡faːl	pf aː l		305
1529	french	post, pole	poteau	pɔto	p ɔ t o		306
1530	french	post, pole	piquet	pikɛ	p i k ɛ		307
1531	dutch	post, pole	post	pɔst	p ɔ s t		-306
1532	dutch	post, pole	paal	paːl	p aː l		305
1533	english	post, pole	post	pəʊst	p əʊ s t		-306
1191	german	pot, cooking vessel	Topf	tɔp͡f	t ɔ pf		2005
1192	french	pot, cooking vessel	casserole	kasʀɔl	k a s ʀ ɔ l		2007
1193	french	pot, cooking vessel	marmite	maʀmit	m a ʀ m i t		2008
1194	dutch	pot, cooking vessel	pot	pɔt	p ɔ t		2006
1195	english	pot, cooking vessel	pot	pɔt	p ɔ t		2006
1787	german	pour	giessen	ɡiːsən	ɡ iː s ə n		188
1788	german	pour	schütten	ʃʏtən	ʃ ʏ t ə n		192
1789	german	pour	schenken	ʃɛŋkən	ʃ ɛ ŋ k ə n		191
1790	french	pour	verser	vɛʀse	v ɛ ʀ s e		190
1791	dutch	pour	schenken	sxɛŋkə	s x ɛ ŋ k ə		191
1792	english	pour	pour	pɔːr	p ɔː r		189
1001	german	pregnant	schwanger	ʃvaŋər	ʃ v a ŋ ə r		330
1002	french	pregnant	enceinte	ɑ̃sɛ̃t	ɑ̃ s ɛ̃ t		329
1003	dutch	pregnant	zwanger	zwɑŋər	z w ɑ ŋ ə r		330
1004	english	pregnant	pregnant	prɛɡnənt	p r ɛ ɡ n ə n t		328
2104	german	preserve, look after	bewahren	bə-vaːrən	b ə + v aː r ə n		2091
2105	french	preserve, look after	préserver	pʀezɛʀve	p ʀ e z ɛ ʀ v e		2092
2106	dutch	preserve, look after	behouden	bə-hɑudə	b ə + h ɑu d ə		2093
2107	dutch	preserve, look after	bewaren	bə-waːrə	b ə + w aː r ə		2091
2108	english	preserve, look after	preserve	prɪzɜːv	p r ɪ z ɜː v		-2092
2174	german	price	Preis	prais	p r ai s		-225
2175	french	price	prix	pʀi	p ʀ i		225
2176	dutch	price	prijs	prɛɪs	p r ɛɪ s		-225
2177	english	price	price	praɪs	p r aɪ s		-225
2024	german	push, shove	stoßen	ʃtoːsən	ʃ t oː s ə n		1427
2025	french	push, shove	pousser	puse	p u s e		1428
2026	dutch	push, shove	duwen	dyːwə	d yː w ə		1429
2027	english	push, shove	push	pʊʃ	p ʊ ʃ		-1428
2194	german	put	setzen	zɛʦən	z ɛ ts ə n		964
2195	french	put	mettre	mɛtʀ	m ɛ t ʀ		966
2196	dutch	put	leggen	lɛɣə	l ɛ ɣ ə		967
2197	english	put	put	pʊt	p ʊ t		965
1331	german	put on (clothes)	kleiden	klaidən	k l ai d ə n		2212
1332	french	put on (clothes)	porter	pɔʀte	p ɔ ʀ t e		2214
1333	dutch	put on (clothes)	aantrekken	aːn-trɛkə	aː n + t r ɛ k ə		2215
1334	english	put on (clothes)	put on	pʊt-ɔn	p ʊ t + ɔ n		2213
602	german	rabbit	Kaninchen	kaniːn-xən	k a n iː n + x ə n		1530
603	french	rabbit	lapin	lapɛ̃	l a p ɛ̃		1531
604	dutch	rabbit	konijn	koːnɛɪn	k oː n ɛɪ n		1530
605	english	rabbit	rabbit	ræbɪt	r æ b ɪ t		1605
236	german	rain (noun)	regen	reːɡən	r eː ɡ ə n		754
237	french	rain (noun)	pluie	plɥi	p l ɥ i		755
238	dutch	rain (noun)	regen	reːɣə	r eː ɣ ə		754
239	english	rain (noun)	rain	reɪn	r eɪ n		754
195	german	rainbow	Regenbogen	reːɡən-boːɡən	r eː ɡ ə n + b oː ɡ ə n		2065
196	french	rainbow	arc-en-ciel	aʀkɑ̃sjɛl	a ʀ k ɑ̃ s j ɛ l		2066
197	dutch	rainbow	regenboog	reːɣəm-boːx	r eː ɣ ə m + b oː x		2065
198	english	rainbow	rainbow	reɪn-bəʊ	r eɪ n + b əʊ		2065
1918	german	raise, lift	aufheben	auf-heːbən	au f + h eː b ə n		1687
1919	french	raise, lift	lever	ləve	l ə v e		1689
1920	dutch	raise, lift	optillen	ɔp-tɪlə	ɔ p + t ɪ l ə		1690
1921	english	raise, lift	raise	reɪz	r eɪ z		1688
1922	english	raise, lift	lift	lɪft	l ɪ f t		1689
1603	german	rake	rechen	rɛxən	r ɛ x ə n		2105
1604	german	rake	Harke	harkə	h a r k ə		2107
1605	french	rake	rateau	ʀɑto	ʀ ɑ t o		2106
1606	dutch	rake	hark	hɑrk	h ɑ r k		2107
1607	english	rake	rake	reɪk	r eɪ k		2105
500	german	ram	Widder	vɪdər	v ɪ d ə r		2201
501	german	ram	Schafbock	ʃaːf-bɔk	ʃ aː f + b ɔ k		2204
502	french	ram	bélier	belje	b e l j e		2203
503	dutch	ram	ram	rɑm	r ɑ m		2202
504	english	ram	ram	ræm	r æ m		2202
105	german	reef	Riff	rɪf	r ɪ f		-346
106	french	reef	récif	ʀesif	ʀ e s i f		6001
107	dutch	reef	rif	rɪf	r ɪ f		346
108	english	reef	reef	riːf	r iː f		-346
2198	german	remain, stay	bleiben	blaibən	b l ai b ə n		837
2199	french	remain, stay	rester	ʀɛste	ʀ ɛ s t e		838
2200	french	remain, stay	attendre	atɑ̃dʀ	a t ɑ̃ d ʀ		842
2201	dutch	remain, stay	blijven	blɛɪvə	b l ɛɪ v ə		837
2202	english	remain, stay	stay	steɪ	s t eɪ		838
2203	german	remains, left overs	Rest	rɛst	r ɛ s t		-2270
2204	french	remains, left overs	reste	ʀɛst	ʀ ɛ s t		2270
2205	dutch	remains, left overs	resten	rɛstə	r ɛ s t ə		-2270
2206	english	remains, left overs	remains	rɪmeɪnz	r ɪ m eɪ n z		2269
737	german	rib	Rippe	rɪpə	r ɪ p ə		690
738	french	rib	côte	kot	k o t		691
739	dutch	rib	rib	rɪp	r ɪ p		690
740	english	rib	rib	rɪb	r ɪ b		690
2127	german	rich	reich	raix	r ai x		-1791
2128	french	rich	riche	ʀiʃ	ʀ i ʃ		1791
2129	dutch	rich	rijk	rɛɪk	r ɛɪ k		-1791
2130	english	rich	rich	rɪʧ	r ɪ tʃ		-1791
2020	german	ride	reiten	raitən	r ai t ə n		1424
2021	french	ride	chevaucher	ʃəvoʃe	ʃ ə v o ʃ e		1425
2022	dutch	ride	rijden	rɛɪdə	r ɛɪ d ə		1424
2023	english	ride	ride	raɪd	r aɪ d		1424
1152	german	ripe	reif	raif	r ai f		207
1153	french	ripe	mûr	myʀ	m y ʀ		208
1154	dutch	ripe	rijp	rɛɪp	r ɛɪ p		207
1155	english	ripe	ripe	raɪp	r aɪ p		207
1914	german	rise	aufstehen	auf-ʃteːən	au f + ʃ t eː ə n		1683
1915	french	rise	monter	mɔ̃te	m ɔ̃ t e		1685
1916	dutch	rise	opkomen	ɔp-koːmə	ɔ p + k oː m ə		1686
1917	english	rise	rise	raɪz	r aɪ z		1684
119	german	river, stream, brook	Fluss	flʊs	f l ʊ s		1040
120	german	river, stream, brook	Strom	ʃtroːm	ʃ t r oː m		1043
121	german	river, stream, brook	Bach	bax	b a x		1044
122	french	river, stream, brook	fleuve	flœv	f l œ v		1042
123	french	river, stream, brook	rivière	ʀivjɛʀ	ʀ i v j ɛ ʀ		1041
124	french	river, stream, brook	ruisseau	ʀɥiso	ʀ ɥ i s o		1045
125	dutch	river, stream, brook	rivier	riːviːr	r iː v iː r		-1041
