verwijde	nloorsp	commenta	lrsID	nedespel	hduispel	jaarnl	herknl	oorsprnl	nedecog	hduitcog	nedetran	hduitran	herkhdui	oorsphdui
 	vijfde	 	 	vijfde	fünfte	1220	1	1	 	 	vEifd@	 	1	1
 	 	 	 	vijftig	fünfzig	1236	1	1	 	 	fEift@x	 	1	1
 	vinden	 	 	vinden	finden	901	1	1	 	 	vInd@n	 	1	1
 	vind	 	 	vinden	finden	901	1	1	 	 	vInd@n	 	1	1
 	vinden	 	 	vinden	finden	901	1	1	 	 	vInd@n	 	1	1
 	financiering	financien	 	financiering	finanzierung	1343	6	2	 	 	finAnsirIN	 	6	2
 	financier	financien	 	financieren	finanzieren	1343	6	2	 	 	finAnsir@n	 	6	2
 	financieel	financien	 	financieel	finanziell	1343	6	2	 	 	finAnsje:l	 	6	2
 	vice!	 	 	vice!	vize	1392	2	2	 	 	vis@	 	2	2
 	visie	 	 	visie	sicht	1276	2	2	 	 	vizi	 	1	1
 	vis	 	 	vis	Fisch	1220	1	1	 	 	vIs	 	1	1
 	visser	vis	 	visser	fischer	1220	1	1	 	 	vIs@r	 	1	1
 	visserij	vis	 	visserij	fischerei	1220	1	1	 	 	vIs@rEi	 	1	1
 	visserij_beleid	beleid	 	visserij_beleid	fischereipolitik	1291	1	1	 	 	vIs@rEib@lEit	 	1	1
 	visserij_sector	sector	 	visserijsector	fischereisektor	1740	2	2	 	 	vIs@rEisEktOr	 	2	2
 	vis_bestand	 	 	visbestand	Fischbestand	1220	1	1	 	 	vIsb@stAnt	 	1	1
 	 	 	 	fietsen	radeln	1886	9	9	 	 	fits@n	 	1	1
 	 	 	 	vier	vier	1236	1	1	 	 	vir	 	1	1
 	 	kant	 	vierkant	viereckig	1285	2	2	 	 	virkAnt	 	1	1
 	 	vier	 	vierde	vierte	1236	1	1	 	 	vird@	 	1	1
 	voorts	 	 	voorts	ferner	1288	1	1	 	 	vo:rts	 	1	1
 	 	 	 	veertig	vierzig	1201	1	1	 	 	ve:rt@x	 	1	1
 	vechten	 	 	vechten	kämpfen	901	1	1	 	 	vExt@n	 	2	2
 	 	 	 	vuur	feuer	901	1	1	 	 	vyr	 	1	1
 	 	 	 	flauw	fade	1401	6	9	 	 	flAu	 	6	2
 	 	 	 	vlees	Fleisch	901	1	1	 	 	vle:s	 	1	1
 	flexibel	 	 	flexibel	flexibel	1669	6	2	 	 	flEksib@l	 	2	2
 	flexibiliteit!	 	 	flexibiliteit!	flexibilität	1824	6	2	 	 	flEksibilitEit	 	2	2
 	 	 	 	vliegen	fliegen	901	1	1	 	 	vliG@n	 	1	1
 	 	 	 	vliegtuig	flugzeug	1663	1	1	 	 	vlixt9yx	 	1	1
 	 	 	 	vloer	boden	1265	1	1	 	 	vlur	 	1	1
 	 	 	 	flink	tüchtig	1781	8	1	 	 	flINk	 	1	1
 	 	 	 	vlot	fliessend	1571	1	1	 	 	vlOt	 	1	1
 	 	 	 	vloeien	fliessen	1201	1	1	 	 	vluij@n	 	1	1
 	 	 	 	vlug	schnell	1287	1	1	 	 	vlYx	 	1	1
 	 	 	 	foto	foto	1901	6	3	 	 	fo:to:	 	3	3
 	 	 	 	voordat	bevor	1524	1	1	 	 	vo:rdAt	 	1	1
 	voordat	 	 	voordat	ehe	1524	1	1	 	 	vo:rdAt	 	1	1
 	 	 	 	voor	für	901	1	1	 	 	vo:r	 	1	1
 	voor	 	 	voor	für	901	1	1	 	 	vo:r	 	1	1
 	voor	 	 	voor	für	901	1	1	 	 	vo:r	 	1	1
 	vorig	voor	 	vorig	vorig	901	1	1	 	 	vo:r@x	 	1	1
 	voorkeur!	dragen	 	voordragen!	vortragen	1236	1	1	 	 	vo:rdra:G@n	 	1	1
 	doe_voor	doen	 	voordoen	vormachen	901	1	1	 	 	vo:rdun	 	1	1
 	gebeur	 	 	gebeuren	passieren	1272	1	1	 	 	G@b2:r@n	 	6	2
 	lijk	vallen	 	voorvallen	vorfallen	901	1	1	 	 	vo:rvAl@n	 	1	1
 	voorkom	komen	 	voorkomen	zuvorkommen	901	1	1	 	 	vo:rko:m@n	 	1	1
 	leg_voor	leggen	 	voorleggen	vorlegen	1201	1	1	 	 	vo:rlEG@n	 	1	1
 	vorig	gaan	 	voorafgaand	vorangehend	901	1	1	 	 	vo:rAfxa:nt	 	1	1
 	vooral	voor	 	vooral	vor allem	901	1	1	 	 	vo:ral	 	1	1
 	 	al	 	vooral	vor allem	901	1	1	 	 	vo:rAl	 	1	1
 	vooral	 	 	vooral	vor allem	901	1	1	 	 	vo:rAl	 	1	1
 	vooral	 	 	vooral	vor allem	901	1	1	 	 	vo:rAl	 	1	1
 	voorzitter	 	 	voorzitter	vorsitzende	1477	1	1	 	 	vo:rzIt@r	 	1	1
 	Voorzitter	 	 	Voorzitter	vorsitzende	1477	1	1	 	 	vo:rzIt@r	 	1	1
 	voorzitterschap	voorzitter	 	voorzitterschap	vorsitz	1477	1	1	 	 	vo:rzIt@rsxAp	 	1	1
 	voorzie	zien	 	voorzien	vorhersehen	1200	1	1	 	 	vo:rzin	 	1	1
 	voorschrift	schrift	 	voorschrift	vorschrift	1201	2	2	 	 	vo:rsxrIft	 	2	2
 	voorschrijven	schrijven	 	voorschrijven	vorschreiben	1236	2	2	 	 	vo:rsxrEiv@n	 	2	2
 	voorzorgbeginsel	 	 	voorzorgbeginsel	Vorsorgsprinzip	901	1	1	 	 	vo:rzOrGb@GIns@l	 	2	2
 	voorstander	staan	 	voorstander	befürworter	901	1	1	 	 	vo:rtAnd@r	 	1	1
 	vooruit!	uit	 	vooruit	voraus	876	1	1	 	 	vo:r9yt	 	1	1
 	vooruit!	uit	 	vooruit!	voraus	876	1	1	 	 	vo:r9yt	 	1	1
 	voorstel	stellen	 	voorstel	vorschlag	1260	1	1	 	 	vo:rstEl	 	1	1
 	 	stellen	 	voorstellen	vorstellen	1260	1	1	 	 	vo:rstEl@n	 	1	1
 	 	 	 	vol	voll	901	1	1	 	 	vOl	 	1	1
 	veel	 	 	veel	viel	901	1	1	 	 	b@d9yd@nt	 	1	1
 	veel	 	 	veel	viele	901	1	1	 	 	ve:l	 	1	1
 	veel	 	 	veel	viel	901	1	1	 	 	ve:l	 	1	1
 	!	 	 	veel!	viele	901	1	1	 	 	ve:l	 	1	1
 	vallen	 	 	vallen	fallen	901	1	1	 	 	vAl@n	 	1	1
 	voldoen	voldaan	 	voldoen	erfüllen	1350	1	1	 	 	vOldun	 	1	1
 	voldoende	voldaan	 	voldoende	genügend	1350	1	1	 	 	foldund@	 	1	1
 	volgen	 	 	volgen	folgen	1201	1	1	 	 	vOlG@n	 	1	1
 	volgende!	volgen	 	volgend	folgendes	1201	1	1	 	 	vOlG@nt	 	1	1
 	volgende	volgen	 	volgend	folgend	1201	1	1	 	 	vOlG@nt	 	1	1
 	 	 	 	vullen	füllen	1201	1	1	 	 	vYl@n	 	1	1
 	volksgezondheid	gezond	 	volksgezondheid	volksgesundheit	901	1	1	 	 	vOlksx@zOnthEit	 	1	1
 	totaal	 	 	totaal	total	1482	2	2	 	 	tota:l	 	6	2
 	volledig	 	 	volledig	vollständig	1729	1	1	 	 	vOle:d@x	 	1	1
 	formuleer	formule	 	formuleren	formulieren	1698	2	2	 	 	fOrmyle:r@n	 	2	2
 	vriend!	 	 	vriend	freund	1201	1	1	 	 	vrint	 	1	1
 	vraag	vragen	 	vraag	frage	1201	1	1	 	 	vra:x	 	1	1
 	vraagstuk	vraag	 	vraagstuk	frage	1201	1	1	 	 	vra:xstYk	 	1	1
 	fractie	 	 	fractie	fraktion	1537	6	2	 	 	frAksi	 	6	2
 	mevrouw	 	 	mevrouw	frau	1431	1	1	 	 	m@vrAu	 	1	1
 	vrouwelijk	vrouw	 	vrouwelijk	weiblich	1201	1	1	 	 	vrAuw@l@k	 	1	1
 	vredesproces	vrede	 	vredesproces	friedensprozess	1237	6	2	 	 	vre:d@sprosEs	 	2	2
 	 	 	 	vragen	fragen	1201	1	1	 	 	vra:G@n	 	1	1
 	vragen	 	 	vragen	fragen	1201	1	1	 	 	vra:G@n	 	1	1
 	 	 	 	vrijdag	freitag	1263	1	1	 	 	vrEidAx	 	1	1
 	 	vrijdag	 	vrijdagavond	freitag abend	1263	1	1	 	 	vrEidAGa:vOnt	 	1	1
 	vreedzaam	vrede	 	vreedzaam	friedlich	1237	1	1	 	 	vre:tsa:m	 	1	1
 	vrees	 	 	vrezen	fürchten	1285	1	1	 	 	vre:z@n	 	1	1
 	vrij	 	 	vrij	frei	1237	1	1	 	 	vrEi	 	1	1
 	 	 	 	vrij	ziemlich	1237	1	1	 	 	vrEi	 	1	1
 	 	 	 	vriezen	frieren	1201	1	1	 	 	vriz@n	 	1	1
 	vreemdeling_haat	vreemd	 	vreemdeling_haat	ausländerfeindlichkeit	1237	1	1	 	 	vre:md@lIn@nha:t	 	1	1
 	 	 	 	vreemd	fremd	1237	1	1	 	 	vre:mt	 	1	1
 	 	 	 	vogel	Vogel	1100	1	1	 	 	vo:G@l	 	1	1
 	bevoegdheid	bevoegd	 	bevoegdheid	befugnis	1698	8	1	 	 	b@vuxthEit	 	1	1
 	deels!	 	 	deels!	teils	901	1	1	 	 	de:ls	 	1	1
 	gedeeltelijk!	gedeelte	 	gedeeltelijk!	teilweis	1237	1	1	 	 	G@de:lt@l@k	 	1	1
 	 	 	 	voorbij	vergangen	901	1	1	 	 	vo:rbEi	 	1	1
 	 	 	 	voorbeeld	beispiel	1526	1	1	 	 	vo:rbe:lt	 	1	1
 	voordeel	 	 	voordeel	vorteil	1201	1	1	 	 	vo:rde:l	 	1	1
 	 	hand	 	voorhand	vorhand	901	1	1	 	 	vo:rhAnt	 	1	1
 	vorm	 	 	vormen	formen	1236	6	3	 	 	vOrm@n	 	2	3
 	vorm	vorm	 	vormgeven	gestalten	1236	2	2	 	 	vOrmge:v@n	 	1	1
 	belangrijkste!	voor	 	voorste!	vorderst	901	1	1	 	 	vo:rst@	 	1	1
 	voort	 	 	voort	weiter	901	1	1	 	 	vo:rt	 	1	1
 	weg!	 	 	weg!	fort	901	1	1	 	 	wEx	 	1	1
 	 	middel	 	onmiddellijk	sofort	1269	1	1	 	 	OnmId@l@k	 	1	1
 	onmiddellijke!	middel	 	onmiddellijk!	gleich	1269	1	1	 	 	OnmId@l@k	 	1	1
 	 	 	 	voetbal	fussball	1889	7	5	 	 	vutbAl	 	7	5
 	 	 	 	voetballen	fussball spielen	1889	7	5	 	 	vutbAl@n	 	7	5
 	 	 	 	vertrekken	abreisen	1287	1	1	 	 	v@rtrEk@n	 	1	1
 	verdere!	zetten	 	voortgezet	fortgesetzt	901	1	1	 	 	vo:rtx@zEt	 	1	1
 	blijven	zetten	 	voortzetten	fortsetzen	901	1	1	 	 	vo:rtzEt@n	 	1	1
 	voortzetting	zetten	 	voortzetting	fortsetzung	901	1	1	 	 	vo:rtsEtIN	 	1	1
 	bevordering	bevorderen	 	bevordering	forderung	1500	1	1	 	 	b@vOrd@rIN	 	1	1
 	fundamentele	 	 	fundamenteel	fundamental	1668	6	2	 	 	fYndAmEnte:l	 	2	2
 	fungeren	 	 	fungeren	fungieren	1658	2	2	 	 	fYnGe:r@n	 	2	2
 	functie	 	 	functie	funktion	1652	2	2	 	 	fYNksi	 	2	2
 	functioneren	 	 	functioneren	funktionieren	1658	2	2	 	 	fYnksjone:r@n	 	2	2
 	 	 	 	gebouw	gebäude	1599	1	1	 	 	G@bit	 	1	1
 	gebruik	gebruiken	 	gebruik	gebrauch	1201	1	1	 	 	G@br9yk	 	1	1
 	 	doen	 	gedoe	getue	901	1	1	 	 	G@du	 	1	1
 	gevaarlijk	gevaar	 	gevaarlijk	gefährlich	1574	8	1	 	 	G@va:rl@k	 	1	1
 	gevoelig	gevoel	 	gevoelig	empfindlich	1450	1	1	 	 	G@vul@x	 	1	1
 	geval	 	 	geval	fall	1201	1	1	 	 	G@vAl	 	1	1
 	gevolg	 	 	gevolg	folge	1285	1	1	 	 	G@vOlx	 	1	1
 	geheel	heel	 	geheel	ganze	1220	1	1	 	 	G@he:l	 	1	1
 	gelegenheid	 	 	gelegenheid	gelegenheit	1475	1	1	 	 	G@le:G@nhEit	 	1	1
 	gelijk	 	 	gelijk	gleich	901	1	1	 	 	G@lEik	 	1	1
 	 	 	 	gelijk	gleich	901	1	1	 	 	G@lEik	 	1	1
 	gelijkheid	gelijk	 	gelijkheid	gleichheit	901	1	1	 	 	G@lEikhEit	 	1	1
 	geloofwaardig!	geloven	 	geloofwaardig!	glaubwürdig	1201	1	1	 	 	G@lo:fwa:rd@x	 	1	1
 	 	 	 	geluk	glück	1201	1	1	 	 	G@lYk	 	1	1
 	geluk!	 	 	geluk!	glück	1201	1	1	 	 	G@lYk	 	1	1
 	 	 	 	gemeente	gemeinde	1260	1	1	 	 	G@me:nt@	 	1	1
 	genieten	 	 	genieten	geniessen	1270	1	1	 	 	G@nit@n	 	1	1
 	genoeg	 	 	genoeg	genug	1201	1	1	 	 	G@nux	 	1	1
 	recht	recht	 	gerechtigheid	gerechtigkeit	901	1	1	 	 	G@rExt@xhEit	 	1	1
 	 	 	 	gezellig	gemütlich	1230	1	1	 	 	G@zEl@x	 	1	1
 	gezin	 	 	gezin	familie	1350	1	1	 	 	G@zIn	 	2	2
 	 	 	 	gezicht	angesicht	1450	8	1	 	 	G@zIxt	 	1	1
 	vooruitzicht!	gezicht	 	gezichtshoek!	gesichtswinkel	1450	1	1	 	 	G@zIxtshuk	 	1	1
 	!	 	 	geschikt!	geeignet	1460	1	1	 	 	G@sxIkt	 	1	1
 	 	geweld	 	geweldig	gewaltig	901	1	1	 	 	G@wEld@x	 	1	1
 	geweld	 	 	geweld	gewalt	901	1	1	 	 	G@wElt	 	1	1
 	belang	 	 	gewicht	gewicht	1201	1	1	 	 	b@lAN	 	1	1
 	 	 	 	gewoon	üblich	1236	1	1	 	 	G@wo:n	 	9	9
 	gewoon	 	 	gewoon	gewohnt	1236	1	1	 	 	 	 	1	1
 	 	 	 	gang	flur	1201	1	1	 	 	GAN	 	1	1
 	garanderen	 	 	garanderen	garantieren	1669	6	6	 	 	GArAnde:r@n	 	6	6
 	 	 	 	gauw	schnell	1220	1	1	 	 	GAu	 	1	1
 	spoedig	 	 	gauw	bald	1220	1	1	 	 	GAu	 	1	1
 	 	 	 	gaaf	geil	1281	1	1	 	 	Ga:f	 	1	1
 	 	 	 	gek	verrückt	1401	1	1	 	 	GEk	 	1	1
 	 	 	 	geel	gelb	1201	1	1	 	 	Ge:l	 	1	1
 	gaan	 	 	gaan	gehen	901	1	1	 	 	Ga:n	 	1	1
 	verband	hangen	 	samenhang	zusammenhang	1236	1	1	 	 	sa:m@nhAN	 	1	1
 	bijeenkomst	komen	 	bijeenkomst	zusammenkunft	901	1	1	 	 	bEie:nkOmst	 	1	1
 	 	garen	 	vergadering	versammlung	1514	1	1	 	 	v@rGa:d@rIN	 	1	1
 	samenwerking	samen	 	samenwerking	zusammenarbeit	1200	1	1	 	 	sa:m@nwErkIN	 	1	1
 	samenwerken	samen	 	samenwerken	zusammenarbeiten	1200	1	1	 	 	sa:m@nwErk@n	 	1	1
 	 	gigant	 	gigantisch	gigantisch	1926	2	3	 	 	GiGAntis	 	2	3
 	geen	 	 	geen	kein	1220	1	1	 	 	Ge:n	 	1	1
 	niemand	 	 	niemand	niemand	1200	1	1	 	 	nimAnt	 	1	1
 	 	 	 	glas	glas	1201	1	1	 	 	GlAs	 	1	1
 	 	 	 	glad	glatt	1287	1	1	 	 	GlAt	 	1	1
 	mondial	 	 	globaal	global	1860	6	2	 	 	Globa:l	 	2	2
 	mondialisering	 	 	globalisering	globalisierung	1860	6	2	 	 	Globalize:rIN	 	2	2
 	 	 	 	gooien	werfen	1350	1	1	 	 	Go:i@n	 	1	1
 	 	 	 	gast	gast	1236	1	1	 	 	GAst	 	1	1
 	 	 	 	god	gott	901	1	1	 	 	GOt	 	1	1
 	mate	 	 	graad	grad	1201	2	2	 	 	Gra:t	 	2	2
 	 	 	 	graven	graben	901	1	1	 	 	Gra:v@n	 	1	1
 	 	 	 	graag	gerne	1600	1	1	 	 	Gra:x	 	1	1
 	 	 	 	grap	witz	1761	7	1	 	 	GrAp	 	1	1
 	 	grap	 	grappig	lustig	1761	7	1	 	 	GrAp@x	 	1	1
 	grens	 	 	grens	grenze	1573	8	6	 	 	GrEns	 	 	 
 	 	 	 	grijs	grau	1236	1	1	 	 	GrEis	 	1	1
 	groen!	 	 	groen	grün	1201	1	1	 	 	Grun	 	1	1
 	ongetwijfeld	twijfel	 	ongetwijfeld	zweifellos	1201	1	1	 	 	OnG@twEif@lt	 	1	1
 	grond	 	 	grond	boden	1220	1	1	 	 	GrOnt	 	1	1
 	groeien	 	 	groeien	wachsen	1100	1	1	 	 	Grui@n	 	1	1
 	grondrecht	grond	 	grondrecht	grundrecht	1220	1	1	 	 	GrOntrExt	 	1	1
 	grondslag	 	 	grondslag	grundlage	1599	1	1	 	 	GrOntslAx	 	1	1
 	grote	 	 	groot	gross	1200	1	1	 	 	Gro:t	 	1	1
 	talrijk	 	 	talrijk	zahlreich	1642	8	1	 	 	tAlrEik	 	1	1
 	goed	 	 	goed	gut	901	1	1	 	 	Gut	 	1	1
 	goedkeuren	keur	 	goedkeuren	genehmigen	1217	1	1	 	 	Gutk2:r@n	 	1	1
 	goedkeuring	keur	 	goedkeuring	genehmigung	1217	1	1	 	 	Gutk2:rIN	 	1	1
 	 	 	 	goedkoop	billig	1220	2	2	 	 	Gutko:p	 	1	1
 	sommige	 	 	sommige	manche	1236	1	1	 	 	sOm@G@	 	9	9
 	enkele!	 	 	enkele	einige	1351	1	1	 	 	ENK@l@	 	1	1
 	handelen	 	 	handelen	handeln	1236	1	1	 	 	hAnd@l@n	 	1	1
 	handelwijze!	handelen	 	handelwijze!	handlungsweise	1236	1	1	 	 	hAnd@lswEiz@	 	1	1
 	omgaan	 	 	hanteren	hantieren	1286	6	5	 	 	hAnte:r@n	 	6	5
 	hen	 	 	hen	ihnen	1265	1	1	 	 	hEn	 	1	1
 	 	 	 	hun	ihnen	1358	1	1	 	 	hYn	 	1	1
 	hun	 	 	hun	ihre	1358	1	1	 	 	hYn	 	1	1
 	 	 	 	haar	ihr	901	1	1	 	 	ha:r	 	1	1
 	haar	 	 	haar	ihr	901	1	1	 	 	ha:r	 	1	1
 	harmonisatie	 	 	harmonisatie	harmonisierung	1950	6	3	 	 	hArmoniza:tsi	 	6	3
 	 	 	 	hartstikke	ganz	1599	1	1	 	 	hArtstIk@	 	1	1
 	bijna	 	 	bijna	fast	1276	1	1	 	 	bEina:	 	1	1
 	 	 	 	haast	fast	1401	6	1	 	 	ha:st	 	6	1
 	hart!	 	 	hart	herz	901	1	1	 	 	hArt	 	1	1
 	 	 	 	hout	holz	901	1	1	 	 	hAut	 	1	1
 	 	hout	 	houten	hölzern	901	1	1	 	 	hAut@n	 	1	1
 	heb	 	 	hebben	haben	901	1	1	 	 	hEb@n	 	1	1
 	hoog	 	 	hoog	hoch	901	1	1	 	 	ho:x	 	1	1
 	hij	 	 	hij	er	901	1	1	 	 	hEi	 	1	1
 	 	 	 	papa	papa	1642	6	6	 	 	pApa:	 	6	6
 	halen	 	 	halen	holen	1265	1	1	 	 	ha:l@n	 	1	1
 	helpen	 	 	helpen	helfen	901	1	1	 	 	hElp@n	 	1	1
 	 	 	 	helft	hälfte	1236	1	1	 	 	hElft	 	1	1
 	hervorming	vormen	 	hervorming	reform	1461	6	2	 	 	hErvOrmIN	 	2	2
 	herstructurering!	structuur	 	herstructurering!	umstrukturierung	1494	6	2	 	 	hErstrYktyre:r	 	2	2
 	hechten	 	 	hechten	heften	1220	1	1	 	 	hExt@n	 	1	1
 	hele	 	 	heel	ganz	1220	1	1	 	 	he:l	 	1	1
 	 	 	 	half	halb	901	1	1	 	 	hAlf	 	1	1
 	 	boel	 	heleboel	menge	1599	1	1	 	 	he:l@bul	 	1	1
 	 	 	 	heerlijk	herrlich	1200	1	1	 	 	he:rl@k	 	1	1
 	 	 	 	helemaal	völlig	1784	1	1	 	 	he:l@ma:l	 	1	1
 	helemaal	 	 	helemaal	gar	1784	1	1	 	 	he:l@ma:l	 	1	1
 	steeds	 	 	steeds	immer	1451	1	1	 	 	ste:ts	 	1	1
 	 	wijs	 	onwijs	unklug	1201	1	1	 	 	OnwEis	 	1	1
 	 	zin	 	alleszins	durchaus	1201	1	1	 	 	Al@sIns	 	1	1
 	 	 	 	hoop	haufen	1283	1	1	 	 	ho:p	 	1	1
 	!	 	 	heer!	herr	901	1	1	 	 	he:r	 	1	1
 	 	 	 	huren	mieten	1201	1	1	 	 	hyr@n	 	1	1
 	heersen	 	 	heersen	herrschen	1348	8	1	 	 	he:rs@n	 	1	1
 	telkens	tijd	 	hele tijd	immer	901	1	1	 	 	he:l@ tEit	 	1	1
 	hem	 	 	hem	ihm	1200	1	1	 	 	hEm	 	1	1
 	zich	 	 	zich	sich	1220	8	1	 	 	zIx	 	1	1
 	 	 	 	heen	hin	1287	1	1	 	 	he:n	 	1	1
 	 	toe	 	naartoe	hin	901	1	1	 	 	na:rtu	 	1	1
 	voorkom	 	 	hinderen	hindern	1297	1	1	 	 	hInd@r@n	 	1	1
 	hangen!	 	 	hangen	hängen	1236	1	1	 	 	hAN@n	 	1	1
 	historisch	 	 	historisch	historisch	1607	6	3	 	 	hIstoris	 	2	3
 	 	 	 	heten	heissen	1200	1	1	 	 	he:t@n	 	1	1
 	hof	 	 	hof	hof	976	1	1	 	 	hOf	 	1	1
 	houden	 	 	houden	halten	901	1	1	 	 	hAud@n	 	1	1
 	houding	houden	 	houding	haltung	901	1	1	 	 	hAudIN	 	1	1
 	hand	 	 	hand	hand	901	1	1	 	 	hAnt	 	1	1
 	handvest	 	 	handvest	charta	1285	1	1	 	 	hAntfEst	 	6	3
 	handhaaf	 	 	handhaven	aufrechterhalten	1301	1	1	 	 	hAntha:v@n	 	1	1
 	handhaaf	 	 	handhaven	festhalten	1301	1	1	 	 	hAntha:v@n	 	1	1
 	 	 	 	hopen	hoffen	1201	1	1	 	 	ho:p@n	 	1	1
 	welk	 	 	welk	welch	901	1	1	 	 	wElk	 	1	1
 	onlangs	langs	 	onlangs	neulich	1287	1	1	 	 	OnlANs	 	1	1
 	hoofd	 	 	hoofd	kopf	901	1	1	 	 	ho:ft	 	2	2
 	 	hand	 	handig	geschickt	1648	1	1	 	 	hAnd@x	 	1	1
 	hoe	 	 	hoe	wie	901	1	1	 	 	hu	 	1	1
 	huis	 	 	huis	haus	901	1	1	 	 	h9ys	 	1	1
 	hoeven	 	 	hoeven	brauchen	1588	1	1	 	 	huv@n	 	1	1
 	 	 	 	hoek	ecke	1268	1	1	 	 	huk	 	1	1
 	 	 	 	honderd	hundert	1236	1	1	 	 	hOnd@rt	 	1	1
3	 	GERARD SNAPT DEZE NIET	 	hoezo	wieso	 	1	1	 	 	 	 	1	1
 	hoef!	 	 	hoeven!	brauchen	1588	1	1	 	 	huv@n	 	1	1
 	hoewel	 	 	hoewel	obwohl	1436	1	1	 	 	huwEl	 	 	 
 	humanitair	humaniteit	 	humanitair	humanitär	1619	6	2	 	 	hymanitE:r	 	2	2
 	hard	 	 	hard	hart	901	1	1	 	 	hArt	 	1	1
 	snel	 	 	hard	schnell	901	1	1	 	 	hArt	 	1	1
 	snel!	 	 	snel!	schnell	1201	1	1	 	 	snEl	 	1	1
 	 	 	 	ijs	Eis	1201	1	1	 	 	Eis	 	1	1
 	 	 	 	eerlijk	ehrlich	901	1	1	 	 	e:rl@k	 	1	1
 	 	 	 	een	eins	901	1	1	 	 	e:n	 	1	1
 	iemand	 	 	iemand	jemand	1285	1	1	 	 	imAnt	 	1	1
 	 	 	 	ergens	irgendwo	1285	1	1	 	 	ErG@ns	 	1	1
 	elders	 	 	elders	anderswo	1514	1	1	 	 	Eld@rs	 	1	1
 	eenvoudig	 	 	eenvoudig	einfach	1201	1	1	 	 	e:nvAud@x	 	1	1
 	 	maal	 	eenmaal	einmal	1246	1	1	 	 	e:nma:l	 	1	1
 	eens	 	 	eens	einmal	1265	1	1	 	 	e:ns	 	1	1
 	eens	 	 	eens	einig	1420	1	1	 	 	e:ns	 	1	1
 	 	 	 	eenzaam	einsam	1477	8	1	 	 	e:nza:m	 	1	1
 	serieus!	 	 	ernst!	ernst	1201	1	1	 	 	Ernst	 	1	1
 	ernstig	ernst	 	ernstig	ernst	1201	1	1	 	 	Ernst@x	 	1	1
 	open	 	 	open	offen	1201	1	1	 	 	o:p@n	 	1	1
 	openbare	 	 	openbaar	öffentlich	1200	1	1	 	 	o:p@nba:r	 	1	1
 	publiceren!	openbaar	 	openbaar maken!	veröffentlichen	1200	1	1	 	 	o:p@nba:r ma:k@n	 	1	1
 	openheid	open	 	openheid	offenheit	1201	1	1	 	 	o:p@nhEit	 	1	1
 	open	 	 	openen	öffnen	1300	1	1	 	 	o:p@n@n	 	1	1
 	jaar	 	 	jaar	jahr	1236	1	1	 	 	ja:r	 	1	1
 	 	 	 	oor	Ohr	901	1	1	 	 	o:r	 	1	1
 	eerbiediging	 	 	eerbiediging	ehrfurcht	1643	1	1	 	 	e:rbit	 	1	1
 	 	 	 	arm	arm	901	1	1	 	 	Arm	 	1	1
 	arm	 	 	arm	arm	901	1	1	 	 	Arm	 	1	1
 	eisen	eisen	 	eis	forderung	1240	1	1	 	 	Eis	 	1	1
 	eisen	 	 	eisen	fordern	1240	1	1	 	 	Eis@n	 	1	1
 	eerst	 	 	eerst	erst	1278	1	1	 	 	e:rst	 	1	1
 	eerste	een	 	eerste	erste	901	1	1	 	 	e:rst@	 	1	1
 	iets	 	 	iets	etwas	1201	1	1	 	 	its	 	1	1
 	bezwaar	 	 	gezichtspunt	gesichtspunkt	1784	2	2	 	 	G@zIxtspYnt	 	2	2
 	oogpunt	oog	 	oogpunt	blickpunkt	901	1	1	 	 	o:xpYnt	 	1	1
 	 	 	 	idee	idee	1485	6	3	 	 	ide:	 	2	3
 	 	 	 	ideaal	ideal	1717	6	3	 	 	idea:l	 	2	3
 	vaststellen!	 	 	identificeren!	identifizieren	1824	8	2	 	 	idEntifise:r@n	 	2	2
 	 	 	 	ik	ich	776	1	1	 	 	Ik	 	1	1
 	in	 	 	in	in	776	1	1	 	 	In	 	1	1
 	in	 	 	in	rein	776	1	1	 	 	In	 	1	1
 	in	GERARD SNAPT DEZE NIET	 	in	in	776	1	1	 	 	In	 	1	1
 	tijdens	 	 	tijdens	während	1868	1	1	 	 	tEid@ns	 	1	1
 	 	 	 	eng	eng	1201	1	1	 	 	EN	 	1	1
 	 	gunst	 	ten gunste van!	zugunsten von	1201	1	1	 	 	t@n GYnst@ vAn	 	1	1
 	verwikkeld!	grijpen	 	inbegrepen	einbegriffen	1201	1	1	 	 	Inb@Gre:p@n	 	1	1
 	inderdaad	 	 	inderdaad	tatsächlich	1639	1	1	 	 	Ind@rda:t	 	1	1
 	individ!	 	 	individu!	individu	1824	6	2	 	 	Individy	 	2	2
 	voeren	voeren	 	invoeren	einführen	1376	1	1	 	 	Invur@n	 	1	1
 	invoering	voeren	 	invoering	einführung	1376	1	1	 	 	InvurIN	 	1	1
 	 	 	 	invullen	ausfüllen	1201	1	1	 	 	InvYl@n	 	1	1
 	informatie_maatschappij	informatie	 	informatie_maatschappij	informationsgesellschaft	1451	8	2	 	 	InfOrma:tsima:sxApEi	 	2	2
 	informeren!	 	 	informeren!	informieren	1460	6	2	 	 	InfOrme:r@n	 	2	2
 	infrastructuur	 	 	infrastructuur	infrastruktur	1953	7	2	 	 	InfrastrYktyr	 	9	2
 	 	wand	 	ingewanden	Eingeweide	901	1	1	 	 	InG@wAnd@n	 	1	1
